# Eva2 2017 proteins
library,name
Eva2,p1-15H-GBL-16H-GBL-14H_0595_0001_0001_0001
Eva2,ems_4hM_5126_0001
Eva2,ems_3hC_489
Eva2,ems_3hM_2034
Eva2,ems_ferrC_303
Eva2,ems_ferrM_2953_0001
Eva2,ems_3hC_936_0002
Eva2,ems_3hM_2793
Eva2,ems_ferrM_1950_0001
Eva2,ems_coilM_39
Eva2,ems_4hC_3225_0002
Eva2,ems_3hM_1121
Eva2,ems_3hM_1686
Eva2,ems_ferrM_3882_0001
Eva2,bGM_632_0001
Eva2,ems_3hC_1624
Eva2,ems_coilM_15_0001
Eva2,ems_ferrM_6306_0001
Eva2,ems_ferrM_3739_0001
Eva2,ems_4hM_592
Eva2,ems_4hC_2704_0001
Eva2,ems_3hC_1241_0002
Eva2,ems_3hC_1183
Eva2,ems_3hC_24_0001
Eva2,ems_ferrM_5305_0001
Eva2,ems_ferrM_7398
Eva2,ems_3hM_2827
Eva2,ems_3hM_2455
Eva2,ems_4hM_224_0001
Eva2,ems_3hM_3215
Eva2,ems_ferrM_6431_0001
Eva2,ems_4hC_3112
Eva2,ems_4hC_1030_0001
Eva2,ems_ferrM_5432_0001
Eva2,p1-14H-GBL-16H-GABBL-15H_0265_0001_0001_0001
Eva2,ems_ferrM_149_0001
Eva2,ems_3hC_1186_0001
Eva2,ems_4hC_401_0001
Eva2,ems_3hC_170_0001
Eva2,ems_3hC_1245
Eva2,ems_f2_331
Eva2,ems_ferrM_7110_0002
Eva2,ems_3hM_1540
Eva2,ems_3hM_1932
Eva2,p1-16H-GBL-16H-GABBL-15H_0418_0001_0001_0002
Eva2,p1-14H-GBL-16H-GABBL-16H_0040_0001_0001_0001
Eva2,ems_3hM_1591
Eva2,ems_4hM_1610_0001
Eva2,ems_ferrM_1970
Eva2,ems_3hC_1469_0001
Eva2,ems_3hC_1099_0002
Eva2,ems_3hM_1236
Eva2,ems_4hM_2229_0001
Eva2,ems_3hC_1294
Eva2,ems_ferrC_1207
Eva2,ems_ferrM_427
Eva2,ems_ferrM_855
Eva2,ems_4hM_870_0001
Eva2,ems_3hC_1533
Eva2,ems_4hM_2086
Eva2,p1-14H-GABBL-16H-GABBL-15H_0840_0001_0001_0001
Eva2,p1-14H-GBL-14H-GABBL-16H_0257_0001_0001_0002
Eva2,ems_ferrM_2430_0001
Eva2,p1-16H-GBL-16H-GABBL-16H_0029_0001_0001_0002
Eva2,ems_thioM_295_0001
Eva2,ems_4hM_2721
Eva2,p1-15H-GBL-16H-GBL-14H_0094_0001_0001_0001
Eva2,ems_3hM_3563
Eva2,ems_4hC_3037_0001
Eva2,ems_3hM_2484
Eva2,ems_3hM_2323
Eva2,ems_4hM_1980
Eva2,ems_3hC_3_0002
Eva2,ems_3hC_1152
Eva2,ems_4hM_4979
Eva2,ems_3hC_362_0002
Eva2,p1-14H-GBL-14H-GABBL-16H_0305_0001_0001_0001
Eva2,ems_3hC_792_0001
Eva2,ems_ferrM_1304_0001
Eva2,ems_4hM_3405_0002
Eva2,ems_ferrM_4301_0001
Eva2,ems_fer_extM_8
Eva2,ems_4hC_962_0001
Eva2,ems_3hC_758_0002
Eva2,ems_ferrM_1163
Eva2,ems_3hM_1657
Eva2,p1-14H-GBL-16H-GABBL-15H_0608_0001_0001_0002
Eva2,ems_ferrM_2886_0001
Eva2,ems_ferrM_6219_0002
Eva2,ems_3hC_458
Eva2,ems_3hM_2742
Eva2,p1-16H-GBL-16H-GABBL-16H_0017_0001_0001_0002
Eva2,ems_ferrM_810_0001
Eva2,ems_3hC_1764_0001
Eva2,ems_ferrM_5620_0002
Eva2,ems_4hC_1969_0001
